Weekday,HOEP,Ontario_Demand,Temperature,Windchill_Index,Wind_Speed,Humidex,Relative_Humidity,Dew_Point,Pressure_Station,Date_Time
0,11.82,15175.0,18.0,15.97,22.0,21.5,66.0,11.5,99.25,2017-06-27 13:00:00
0,0.47,15107.0,15.2,12.15,26.0,21.76,84.0,12.5,99.32,2017-06-27 14:00:00
0,8.42,14928.0,15.0,12.91,24.0,17.76,83.0,12.2,99.34,2017-06-27 15:00:00
0,16.37,14834.0,17.9,12.74,27.0,21.26,64.0,11.0,99.33,2017-06-27 16:00:00
0,27.55,15116.0,19.8,16.92,29.0,21.52,48.0,8.6,99.34,2017-06-27 17:00:00
0,31.63,15336.0,20.4,19.13,29.0,20.71,43.0,7.5,99.36,2017-06-27 18:00:00
0,22.11,15413.0,20.2,19.72,27.0,20.84,41.0,6.7,99.38,2017-06-27 19:00:00
0,28.8,15678.0,19.0,18.32,30.0,20.57,44.0,6.5,99.44,2017-06-27 20:00:00
0,29.27,15789.0,17.5,16.53,21.0,19.46,47.0,6.3,99.48,2017-06-27 21:00:00
0,29.0,15891.0,15.5,15.5,7.0,18.25,58.0,7.4,99.54,2017-06-27 22:00:00
0,32.4,14982.0,15.2,14.53,8.0,16.78,60.0,7.5,99.57,2017-06-27 23:00:00
0,35.24,13766.0,13.1,12.07,12.0,16.36,67.0,7.2,99.58,2017-06-28 00:00:00
0,32.13,13802.875,13.5125,12.23875,12.125,16.55125,67.125,7.625,99.59375,2017-06-28 01:00:00
0,35.96,13839.75,13.924999999999999,12.4075,12.25,16.7425,67.25,8.05,99.6075,2017-06-28 02:00:00
0,33.41,13876.625,14.337499999999999,12.57625,12.375,16.93375,67.375,8.475,99.62125,2017-06-28 03:00:00
0,32.96,13913.5,14.75,12.745000000000001,12.5,17.125,67.5,8.9,99.63499999999999,2017-06-28 04:00:00
0,31.18,13950.375,15.162499999999998,12.91375,12.625,17.31625,67.625,9.325,99.64874999999999,2017-06-28 05:00:00
0,31.14,13987.25,15.575,13.0825,12.75,17.5075,67.75,9.75,99.6625,2017-06-28 06:00:00
0,19.52,14024.125,15.987499999999999,13.25125,12.875,17.69875,67.875,10.175,99.67625,2017-06-28 07:00:00
0,11.51,14061.0,16.4,13.42,13.0,17.89,68.0,10.6,99.69,2017-06-28 08:00:00
0,10.865,14558.0,19.0,16.28,10.0,21.29,63.0,11.9,99.75,2017-06-28 09:00:00
0,10.219999999999999,14783.0,20.7,18.71,18.0,22.34,52.0,10.7,99.77,2017-06-28 10:00:00
0,9.575,14891.333333333334,21.633333333333333,19.810000000000002,18.666666666666668,23.39,50.0,10.933333333333334,99.76333333333334,2017-06-28 11:00:00
0,8.93,14999.666666666666,22.566666666666666,20.91,19.333333333333332,24.439999999999998,48.0,11.166666666666666,99.75666666666666,2017-06-28 12:00:00
0,8.285,15108.0,23.5,22.01,20.0,25.49,46.0,11.4,99.75,2017-06-28 13:00:00
0,7.64,15508.0,22.7,22.86,21.0,26.26,48.0,11.3,99.72,2017-06-28 14:00:00
0,10.583333333333332,15613.0,24.0,23.9,13.0,26.75,44.0,11.3,99.66,2017-06-28 15:00:00
0,13.526666666666666,15763.0,25.0,25.19,19.0,26.8,41.0,11.0,99.6,2017-06-28 16:00:00
0,16.47,16146.0,23.7,24.23,22.0,27.34,44.0,11.0,99.58,2017-06-28 17:00:00
0,25.81,16455.0,23.2,23.84,18.0,26.26,48.0,11.7,99.52,2017-06-28 18:00:00
0,43.14,16258.0,22.6,23.24,21.0,25.84,50.0,11.7,99.49,2017-06-28 19:00:00
0,31.59,16249.0,21.5,21.62,24.0,24.81,50.0,10.9,99.49,2017-06-28 20:00:00
0,33.91,16343.0,20.9,21.23,15.0,22.64,47.0,9.4,99.49,2017-06-28 21:00:00
0,34.87,16508.0,20.4,20.64,17.0,22.08,48.0,9.1,99.51,2017-06-28 22:00:00
0,37.45,15502.0,20.2,20.49,13.0,21.66,48.0,9.1,99.52,2017-06-28 23:00:00
0,42.61,14003.0,18.9,18.95,14.0,22.16,56.0,10.0,99.52,2017-06-29 00:00:00
0,40.86,14129.444444444445,18.688888888888886,18.759999999999998,13.0,21.986666666666668,59.22222222222222,10.511111111111111,99.48555555555555,2017-06-29 01:00:00
0,43.58,14255.888888888889,18.477777777777778,18.57,12.0,21.813333333333333,62.44444444444444,11.022222222222222,99.4511111111111,2017-06-29 02:00:00
0,38.94,14382.333333333334,18.266666666666666,18.38,11.0,21.64,65.66666666666667,11.533333333333333,99.41666666666666,2017-06-29 03:00:00
0,30.8,14508.777777777777,18.055555555555554,18.189999999999998,10.0,21.46666666666667,68.88888888888889,12.044444444444444,99.38222222222221,2017-06-29 04:00:00
0,24.94,14635.222222222223,17.844444444444445,18.0,9.0,21.293333333333333,72.11111111111111,12.555555555555555,99.34777777777778,2017-06-29 05:00:00
0,17.36,14761.666666666666,17.633333333333333,17.81,8.0,21.12,75.33333333333334,13.066666666666666,99.31333333333333,2017-06-29 06:00:00
0,32.24,14888.111111111111,17.42222222222222,17.619999999999997,7.0,20.94666666666667,78.55555555555556,13.577777777777778,99.27888888888889,2017-06-29 07:00:00
0,1.95,15014.555555555555,17.211111111111112,17.43,6.0,20.773333333333333,81.77777777777777,14.088888888888889,99.24444444444444,2017-06-29 08:00:00
0,5.743333333333333,15141.0,17.0,17.24,5.0,20.6,85.0,14.6,99.21,2017-06-29 09:00:00
0,9.536666666666667,15630.0,17.8,16.88,8.0,21.98,86.0,15.4,99.16,2017-06-29 10:00:00
0,13.33,15897.0,18.2,18.06,7.0,22.72,84.0,15.4,99.18,2017-06-29 11:00:00
0,4.87,16050.0,18.4,18.17,9.0,24.19,88.0,16.5,99.12,2017-06-29 12:00:00
0,10.95,16100.0,19.5,18.55,10.0,24.56,83.0,16.6,99.08,2017-06-29 13:00:00
0,43.23,16095.0,21.6,19.98,10.0,27.25,77.0,17.5,99.02,2017-06-29 14:00:00
0,36.8,16051.0,21.1,21.96,9.0,28.93,78.0,17.2,98.98,2017-06-29 15:00:00
0,39.06,16164.0,25.3,21.34,18.0,32.11,69.0,19.4,98.96,2017-06-29 16:00:00
0,38.98,16828.0,27.6,26.36,24.0,34.32,59.0,18.9,98.94,2017-06-29 17:00:00
0,42.99,17342.0,27.0,28.73,35.0,34.49,59.0,18.4,98.93,2017-06-29 18:00:00
0,41.67,17415.0,26.1,26.01,22.0,35.12,62.0,18.5,98.89,2017-06-29 19:00:00
0,43.95,17355.0,26.2,27.61,17.0,32.51,61.0,18.2,98.88,2017-06-29 20:00:00
0,41.67,17289.0,25.4,26.76,16.0,32.55,63.0,18.0,98.86,2017-06-29 21:00:00
0,35.06,17270.0,24.6,25.87,17.0,31.74,66.0,17.9,98.89,2017-06-29 22:00:00
0,38.56,16352.0,24.0,24.92,20.0,30.9,68.0,17.9,98.89,2017-06-29 23:00:00
0,32.28,14986.0,23.1,23.7,15.0,30.38,73.0,18.0,98.89,2017-06-30 00:00:00
0,23.65,14056.0,22.1,22.83,15.0,29.8,78.0,18.1,98.92,2017-06-30 01:00:00
0,27.36,14176.42857142857,21.914285714285715,22.57142857142857,14.142857142857142,29.514285714285716,80.0,18.3,98.92857142857143,2017-06-30 02:00:00
0,27.34,14296.857142857143,21.72857142857143,22.31285714285714,13.285714285714286,29.228571428571428,82.0,18.5,98.93714285714286,2017-06-30 03:00:00
0,13.36,14417.285714285714,21.542857142857144,22.05428571428571,12.428571428571429,28.942857142857143,84.0,18.7,98.94571428571429,2017-06-30 04:00:00
0,13.36,14537.714285714286,21.357142857142858,21.795714285714286,11.571428571428571,28.65714285714286,86.0,18.900000000000002,98.95428571428572,2017-06-30 05:00:00
0,7.54,14658.142857142857,21.17142857142857,21.537142857142857,10.714285714285715,28.371428571428574,88.0,19.1,98.96285714285715,2017-06-30 06:00:00
0,28.78,14778.57142857143,20.985714285714288,21.27857142857143,9.857142857142858,28.085714285714285,90.0,19.3,98.97142857142858,2017-06-30 07:00:00
0,31.81,14899.0,20.8,21.02,9.0,27.8,92.0,19.5,98.98,2017-06-30 08:00:00
0,35.59,15766.0,20.9,21.29,10.0,28.26,94.0,20.0,99.02,2017-06-30 09:00:00
0,38.01,16282.0,21.4,20.93,16.0,28.73,91.0,19.9,99.06,2017-06-30 10:00:00
0,40.89,16766.0,22.4,21.68,16.0,29.49,84.0,19.5,99.01,2017-06-30 11:00:00
0,42.3,17151.0,23.3,21.4,23.0,30.32,78.0,19.4,99.04,2017-06-30 12:00:00
0,42.32,17167.0,24.0,23.31,23.0,31.41,75.0,19.3,99.04,2017-06-30 13:00:00
0,40.81,17266.0,26.4,25.3,26.0,33.26,64.0,19.3,99.03,2017-06-30 14:00:00
0,39.42,17377.0,26.8,27.76,25.0,33.73,62.0,19.1,99.0,2017-06-30 15:00:00
0,36.77,17607.0,27.9,28.39,26.0,34.33,55.0,18.1,98.94,2017-06-30 16:00:00
0,35.32,17902.0,27.7,28.31,21.0,34.93,57.0,18.5,98.89,2017-06-30 17:00:00
0,3.58,18201.0,26.8,28.56,22.0,35.35,59.0,18.2,98.91,2017-06-30 18:00:00
0,15.01,18195.0,26.4,27.98,17.0,35.29,62.0,18.6,98.92,2017-06-30 19:00:00
0,13.16,17999.0,26.4,27.5,16.0,32.7,62.0,18.7,98.97,2017-06-30 20:00:00
0,13.32,17578.0,25.6,27.13,16.0,34.03,68.0,19.4,98.97,2017-06-30 21:00:00
0,13.08,17632.0,24.6,25.92,15.0,33.36,73.0,19.5,98.99,2017-06-30 22:00:00
0,6.19,16565.0,24.1,25.28,12.0,31.94,74.0,19.3,98.99,2017-06-30 23:00:00
1,28.29,15242.0,22.8,23.66,13.0,32.57,83.0,19.8,98.99,2017-07-01 00:00:00
1,33.8,14252.0,21.6,22.439999999999998,10.5,31.45,87.5,19.5,98.975,2017-07-01 01:00:00
1,35.19,13262.0,20.4,21.22,8.0,30.33,92.0,19.2,98.96,2017-07-01 02:00:00
1,40.74,13283.285714285714,20.5,21.169999999999998,8.0,29.985714285714284,91.57142857142857,19.2,98.9542857142857,2017-07-01 03:00:00
1,42.63,13304.57142857143,20.599999999999998,21.12,8.0,29.64142857142857,91.14285714285714,19.2,98.94857142857143,2017-07-01 04:00:00
1,42.54,13325.857142857143,20.7,21.07,8.0,29.297142857142855,90.71428571428571,19.2,98.94285714285714,2017-07-01 05:00:00
1,34.69,13347.142857142857,20.8,21.02,8.0,28.952857142857145,90.28571428571429,19.2,98.93714285714286,2017-07-01 06:00:00
1,19.67,13368.42857142857,20.900000000000002,20.97,8.0,28.60857142857143,89.85714285714286,19.2,98.93142857142857,2017-07-01 07:00:00
1,8.93,13389.714285714286,21.0,20.92,8.0,28.264285714285716,89.42857142857143,19.2,98.92571428571429,2017-07-01 08:00:00
1,30.49,13411.0,21.1,20.87,8.0,27.92,89.0,19.2,98.92,2017-07-01 09:00:00
1,14.44,14221.0,22.1,21.11,15.0,28.67,82.0,18.9,98.88,2017-07-01 10:00:00
1,22.7,14853.0,23.2,23.15,9.0,30.0,76.0,18.8,98.84,2017-07-01 11:00:00
1,14.35,15382.0,23.9,24.19,19.0,31.77,73.0,18.9,98.87,2017-07-01 12:00:00
1,4.14,15652.0,25.9,24.99,17.0,33.34,70.0,20.1,98.84,2017-07-01 13:00:00
1,7.8,15603.0,24.9,26.07,26.0,33.86,69.0,18.8,98.82,2017-07-01 14:00:00
1,8.93,15551.0,24.2,25.23,23.0,32.82,72.0,19.0,98.85,2017-07-01 15:00:00
1,27.38,15450.75,23.9,24.5925,22.0,32.0675,73.25,18.95,98.865,2017-07-01 16:00:00
1,29.32,15350.5,23.6,23.955,21.0,31.314999999999998,74.5,18.9,98.88,2017-07-01 17:00:00
1,33.49,15250.25,23.3,23.3175,20.0,30.5625,75.75,18.85,98.895,2017-07-01 18:00:00
1,37.23,15150.0,23.0,22.68,19.0,29.81,77.0,18.8,98.91,2017-07-01 19:00:00
1,41.35,15188.0,22.8,23.4,20.0,29.65,76.0,18.5,98.95,2017-07-01 20:00:00
1,39.41,14859.0,22.0,22.71,15.0,28.21,70.0,16.5,99.0,2017-07-01 21:00:00
1,42.5,14657.0,21.6,21.85,25.0,26.77,67.0,15.3,99.13,2017-07-01 22:00:00
1,44.03,14632.2,21.713333333333335,21.915333333333333,24.333333333333332,26.91133333333333,66.8,15.360000000000001,99.14466666666667,2017-07-01 23:00:00
1,42.69,14607.4,21.826666666666668,21.980666666666668,23.666666666666668,27.052666666666667,66.6,15.42,99.15933333333332,2017-07-02 00:00:00
1,36.14,14582.6,21.94,22.046,23.0,27.194,66.4,15.48,99.17399999999999,2017-07-02 01:00:00
1,31.24,14557.8,22.053333333333335,22.111333333333334,22.333333333333332,27.335333333333335,66.2,15.540000000000001,99.18866666666666,2017-07-02 02:00:00
1,27.7,14533.0,22.166666666666668,22.176666666666666,21.666666666666668,27.476666666666667,66.0,15.6,99.20333333333333,2017-07-02 03:00:00
1,25.61,14508.2,22.28,22.242,21.0,27.618,65.8,15.66,99.21799999999999,2017-07-02 04:00:00
1,3.18,14483.4,22.393333333333334,22.307333333333332,20.333333333333336,27.759333333333334,65.6,15.72,99.23266666666666,2017-07-02 05:00:00
1,7.27,14458.6,22.506666666666668,22.372666666666667,19.666666666666668,27.900666666666666,65.4,15.78,99.24733333333333,2017-07-02 06:00:00
1,14.35,14433.8,22.62,22.438,19.0,28.042,65.2,15.84,99.262,2017-07-02 07:00:00
1,14.33,14409.0,22.733333333333334,22.503333333333334,18.333333333333336,28.183333333333334,65.0,15.9,99.27666666666666,2017-07-02 08:00:00
1,6.41,14384.2,22.846666666666668,22.568666666666665,17.666666666666668,28.324666666666666,64.8,15.959999999999999,99.29133333333333,2017-07-02 09:00:00
1,20.93,14359.4,22.96,22.634,17.0,28.466,64.6,16.02,99.306,2017-07-02 10:00:00
1,30.22,14334.6,23.073333333333334,22.699333333333332,16.333333333333336,28.607333333333333,64.4,16.08,99.32066666666667,2017-07-02 11:00:00
1,33.02,14309.8,23.186666666666667,22.764666666666663,15.666666666666668,28.74866666666667,64.2,16.14,99.33533333333332,2017-07-02 12:00:00
1,33.42,14285.0,23.3,22.83,15.0,28.89,64.0,16.2,99.35,2017-07-02 13:00:00
1,35.47,14531.5,24.25,24.075,19.75,29.372500000000002,59.25,15.774999999999999,99.32249999999999,2017-07-02 14:00:00
1,37.62,14778.0,25.200000000000003,25.32,24.5,29.855,54.5,15.35,99.29499999999999,2017-07-02 15:00:00
1,39.58,15024.5,26.150000000000002,26.564999999999998,29.25,30.3375,49.75,14.925,99.2675,2017-07-02 16:00:00
1,42.25,15271.0,27.1,27.81,34.0,30.82,45.0,14.5,99.24,2017-07-02 17:00:00
1,42.14,16112.0,26.4,27.06,30.0,31.11,48.0,14.8,99.23,2017-07-02 18:00:00
1,39.93,16174.0,25.4,26.58,27.0,30.68,49.0,14.1,99.21,2017-07-02 19:00:00
1,38.71,16022.0,25.5,26.46,26.0,29.66,51.0,15.0,99.22,2017-07-02 20:00:00
1,35.98,15619.0,20.1,20.04,22.0,32.63,69.0,14.2,99.27,2017-07-02 21:00:00
1,31.02,15443.0,19.6,19.29,19.0,23.83,71.0,14.4,99.33,2017-07-02 22:00:00
1,25.71,14767.0,18.9,18.52,15.0,23.55,75.0,14.4,99.38,2017-07-02 23:00:00
0,15.13,14734.76923076923,19.2,18.84846153846154,14.692307692307692,23.67923076923077,72.92307692307692,14.161538461538463,99.40384615384615,2017-07-03 00:00:00
0,14.34,14702.538461538461,19.5,19.176923076923078,14.384615384615385,23.80846153846154,70.84615384615384,13.923076923076923,99.4276923076923,2017-07-03 01:00:00
0,3.24,14670.307692307691,19.8,19.505384615384614,14.076923076923077,23.93769230769231,68.76923076923077,13.684615384615386,99.45153846153846,2017-07-03 02:00:00
0,1.59,14638.076923076924,20.099999999999998,19.833846153846153,13.76923076923077,24.06692307692308,66.6923076923077,13.446153846153846,99.47538461538461,2017-07-03 03:00:00
0,1.2925,14605.846153846154,20.4,20.162307692307692,13.461538461538462,24.196153846153848,64.61538461538461,13.207692307692309,99.49923076923076,2017-07-03 04:00:00
0,0.9950000000000001,14573.615384615385,20.7,20.49076923076923,13.153846153846153,24.325384615384618,62.53846153846153,12.96923076923077,99.52307692307691,2017-07-03 05:00:00
0,0.6975000000000001,14541.384615384615,21.0,20.819230769230767,12.846153846153847,24.454615384615384,60.46153846153846,12.730769230769232,99.54692307692308,2017-07-03 06:00:00
0,0.4,14509.153846153846,21.3,21.147692307692306,12.538461538461538,24.583846153846153,58.38461538461539,12.492307692307692,99.57076923076923,2017-07-03 07:00:00
0,7.19,14476.923076923076,21.6,21.476153846153846,12.23076923076923,24.713076923076922,56.30769230769231,12.253846153846155,99.59461538461538,2017-07-03 08:00:00
0,31.69,14444.692307692309,21.9,21.804615384615385,11.923076923076923,24.842307692307692,54.230769230769226,12.015384615384615,99.61846153846153,2017-07-03 09:00:00
0,35.59,14412.461538461539,22.2,22.13307692307692,11.615384615384615,24.97153846153846,52.15384615384615,11.776923076923078,99.6423076923077,2017-07-03 10:00:00
0,40.65,14380.23076923077,22.5,22.46153846153846,11.307692307692307,25.10076923076923,50.07692307692307,11.53846153846154,99.66615384615385,2017-07-03 11:00:00
0,39.63,14348.0,22.8,22.79,11.0,25.23,48.0,11.3,99.69,2017-07-03 12:00:00
0,39.14,14498.0,23.133333333333333,23.31,12.0,26.03,46.666666666666664,11.166666666666668,99.66666666666667,2017-07-03 13:00:00
0,41.11,14648.0,23.46666666666667,23.830000000000002,13.0,26.83,45.333333333333336,11.033333333333333,99.64333333333333,2017-07-03 14:00:00
0,41.46,14798.0,23.8,24.35,14.0,27.63,44.0,10.9,99.62,2017-07-03 15:00:00
0,39.68,15081.0,24.9,24.76,10.0,28.47,47.0,12.9,99.64,2017-07-03 16:00:00
0,40.17,15696.0,24.2,24.5,17.0,28.5,48.0,12.5,99.61,2017-07-03 17:00:00
0,31.23,16482.0,23.5,24.59,14.0,27.92,49.0,12.4,99.6,2017-07-03 18:00:00
0,25.56,16702.0,23.7,24.27,13.0,27.22,52.0,13.5,99.62,2017-07-03 19:00:00
0,27.55,16941.0,22.6,23.38,17.0,27.43,57.0,13.7,99.67,2017-07-03 20:00:00
0,13.03,16866.0,21.4,21.92,16.0,25.73,56.0,12.5,99.71,2017-07-03 21:00:00
0,14.36,16396.0,20.2,20.34,18.0,23.92,57.0,11.5,99.79,2017-07-03 22:00:00
0,12.04,15592.0,19.0,18.84,18.0,22.27,58.0,10.8,99.83,2017-07-03 23:00:00
0,14.34,14271.0,18.1,17.77,17.0,20.89,61.0,10.6,99.84,2017-07-04 00:00:00
0,14.33,14276.875,18.1125,17.515,16.5,20.861250000000002,62.0,10.8375,99.8625,2017-07-04 01:00:00
0,7.24,14282.75,18.125,17.259999999999998,16.0,20.8325,63.0,11.075,99.885,2017-07-04 02:00:00
0,10.235,14288.625,18.1375,17.005,15.5,20.80375,64.0,11.3125,99.9075,2017-07-04 03:00:00
0,13.23,14294.5,18.15,16.75,15.0,20.775,65.0,11.55,99.93,2017-07-04 04:00:00
0,30.42,14300.375,18.1625,16.495,14.5,20.74625,66.0,11.7875,99.9525,2017-07-04 05:00:00
0,30.95,14306.25,18.175,16.240000000000002,14.0,20.7175,67.0,12.025,99.975,2017-07-04 06:00:00
0,40.21,14312.125,18.1875,15.985,13.5,20.68875,68.0,12.2625,99.9975,2017-07-04 07:00:00
0,44.02,14318.0,18.2,15.73,13.0,20.66,69.0,12.5,100.02,2017-07-04 08:00:00
0,41.07,15078.0,20.1,18.53,9.0,23.06,64.0,13.2,100.06,2017-07-04 09:00:00
0,41.14,15519.0,22.5,20.87,8.0,25.88,59.0,14.3,100.05,2017-07-04 10:00:00
0,41.55,15909.0,23.7,23.22,8.0,26.29,50.0,12.9,100.04,2017-07-04 11:00:00
0,41.27,16386.0,22.7,23.49,14.0,26.88,50.0,11.8,100.02,2017-07-04 12:00:00
0,40.79,16686.0,24.5,23.37,14.0,26.38,41.0,10.7,100.0,2017-07-04 13:00:00
0,42.35,16936.0,24.3,24.93,15.0,27.67,41.0,10.3,99.98,2017-07-04 14:00:00
0,36.57,17183.0,25.7,25.42,15.0,27.85,42.0,11.8,99.95,2017-07-04 15:00:00
0,32.11,17287.0,25.2,25.39,16.0,27.4,38.0,10.0,99.96,2017-07-04 16:00:00
0,30.06,17661.0,24.9,24.67,12.0,26.49,40.0,10.5,99.97,2017-07-04 17:00:00
0,26.93,18140.0,24.5,24.84,14.0,25.99,38.0,9.5,99.94,2017-07-04 18:00:00
0,16.63,18358.0,24.3,25.28,12.0,25.51,36.0,8.5,99.94,2017-07-04 19:00:00
0,13.36,18483.0,23.3,24.57,9.0,24.82,36.0,7.8,99.96,2017-07-04 20:00:00
0,12.36,18071.0,22.2,23.41,7.0,23.92,38.0,7.3,99.97,2017-07-04 21:00:00
0,8.08,17700.0,22.0,22.95,7.0,22.53,36.0,6.5,100.03,2017-07-04 22:00:00
0,23.28,16548.0,21.0,21.78,3.0,22.47,41.0,7.4,100.07,2017-07-04 23:00:00
0,33.11,14904.0,20.8,21.89,3.0,21.92,41.0,7.0,100.06,2017-07-05 00:00:00
0,34.91,14420.0,19.4,20.03,4.0,23.21,53.0,9.6,100.06,2017-07-05 01:00:00
0,38.77,14532.25,19.775,20.035,4.625,23.298750000000002,52.25,9.725,100.08125,2017-07-05 02:00:00
0,42.53,14644.5,20.15,20.04,5.25,23.387500000000003,51.5,9.85,100.1025,2017-07-05 03:00:00
0,42.21,14756.75,20.525,20.045,5.875,23.47625,50.75,9.975,100.12375,2017-07-05 04:00:00
0,35.99,14869.0,20.9,20.05,6.5,23.565,50.0,10.1,100.14500000000001,2017-07-05 05:00:00
0,38.96,14981.25,21.275,20.055,7.125,23.653750000000002,49.25,10.225,100.16625,2017-07-05 06:00:00
0,17.63,15093.5,21.65,20.060000000000002,7.75,23.7425,48.5,10.35,100.1875,2017-07-05 07:00:00
0,30.13,15205.75,22.025,20.065,8.375,23.83125,47.75,10.475,100.20875000000001,2017-07-05 08:00:00
0,25.91,15318.0,22.4,20.07,9.0,23.92,47.0,10.6,100.23,2017-07-05 09:00:00
0,16.41,15897.0,23.7,23.16,16.0,24.88,38.0,8.9,100.17,2017-07-05 10:00:00
0,13.01,16272.0,24.3,24.87,17.0,25.54,37.0,9.0,100.15,2017-07-05 11:00:00
0,15.98,16665.0,24.4,25.32,19.0,26.84,42.0,10.8,100.12,2017-07-05 12:00:00
0,25.45,16845.0,24.9,25.44,19.0,26.27,38.0,9.7,100.07,2017-07-05 13:00:00
0,38.29,17094.0,25.7,26.19,14.0,26.66,34.0,8.8,100.03,2017-07-05 14:00:00
0,39.51,17368.0,26.1,27.05,14.0,27.82,35.0,9.5,99.97,2017-07-05 15:00:00
0,42.85,17775.0,26.6,27.17,14.0,28.12,33.0,9.1,99.93,2017-07-05 16:00:00
0,42.36,18495.0,26.9,27.92,13.0,28.38,35.0,10.5,99.85,2017-07-05 17:00:00
0,43.09,18320.5,25.98333333333333,27.01,11.666666666666666,27.445,36.5,10.2,99.83833333333332,2017-07-05 18:00:00
0,39.43,18146.0,25.066666666666666,26.1,10.333333333333334,26.509999999999998,38.0,9.9,99.82666666666667,2017-07-05 19:00:00
0,27.72,17971.5,24.15,25.19,9.0,25.575,39.5,9.6,99.815,2017-07-05 20:00:00
0,20.575,17797.0,23.23333333333333,24.28,7.666666666666667,24.64,41.0,9.299999999999999,99.80333333333333,2017-07-05 21:00:00
0,13.43,17622.5,22.316666666666666,23.37,6.333333333333334,23.705,42.5,9.0,99.79166666666667,2017-07-05 22:00:00
0,11.38,17448.0,21.4,22.46,5.0,22.77,44.0,8.7,99.78,2017-07-05 23:00:00
0,2.33,15814.0,20.8,22.11,3.0,22.22,46.0,9.1,99.77,2017-07-06 00:00:00
0,11.94,15093.0,20.3,21.67,3.0,22.34,52.0,10.2,99.74,2017-07-06 01:00:00
0,4.59,13383.0,18.2,19.25,4.0,23.12,61.0,10.5,99.69,2017-07-06 02:00:00
0,22.89,13614.5,18.616666666666667,19.34166666666667,4.0,23.215,61.333333333333336,11.016666666666666,99.67833333333333,2017-07-06 03:00:00
0,31.62,13846.0,19.03333333333333,19.433333333333334,4.0,23.310000000000002,61.666666666666664,11.533333333333333,99.66666666666667,2017-07-06 04:00:00
0,34.2,14077.5,19.45,19.525,4.0,23.405,62.0,12.05,99.655,2017-07-06 05:00:00
0,32.78,14309.0,19.866666666666667,19.616666666666667,4.0,23.5,62.333333333333336,12.566666666666666,99.64333333333333,2017-07-06 06:00:00
0,35.43,14540.5,20.28333333333333,19.708333333333336,4.0,23.595000000000002,62.666666666666664,13.083333333333332,99.63166666666667,2017-07-06 07:00:00
0,40.36,14772.0,20.7,19.8,4.0,23.69,63.0,13.6,99.62,2017-07-06 08:00:00
0,38.22,15850.0,23.9,21.57,8.0,27.57,56.0,14.8,99.62,2017-07-06 09:00:00
0,33.84,16626.0,25.5,24.83,11.0,30.28,57.0,16.5,99.58,2017-07-06 10:00:00
0,29.35,17361.0,26.4,27.13,7.0,31.62,53.0,16.1,99.51,2017-07-06 11:00:00
0,31.87,18010.0,26.4,27.92,8.0,33.33,55.0,16.8,99.49,2017-07-06 12:00:00
0,31.28,18478.0,28.3,28.22,10.0,32.93,44.0,15.1,99.43,2017-07-06 13:00:00
0,31.03,18988.0,28.2,29.37,15.0,34.47,51.0,17.3,99.37,2017-07-06 14:00:00
0,27.87,19279.0,28.4,30.09,20.0,33.21,46.0,15.9,99.32,2017-07-06 15:00:00
0,30.64,19577.0,28.9,29.61,16.0,34.48,46.0,16.6,99.26,2017-07-06 16:00:00
0,27.88,19830.0,29.6,31.23,21.0,33.88,42.0,15.7,99.12,2017-07-06 17:00:00
0,8.08,20131.0,28.8,30.36,15.0,35.5,49.0,17.3,99.12,2017-07-06 18:00:00
0,0.8,20366.0,28.2,29.98,17.0,33.3,45.0,15.4,99.14,2017-07-06 19:00:00
0,0.85,20194.0,28.0,29.86,16.0,33.0,48.0,16.1,99.1,2017-07-06 20:00:00
0,4.18,19849.0,26.8,28.56,22.0,33.58,53.0,16.7,99.05,2017-07-06 21:00:00
0,3.36,19552.0,25.7,27.19,20.0,32.24,57.0,16.7,99.06,2017-07-06 22:00:00
0,2.54,18422.0,24.4,25.59,18.0,32.08,66.0,17.8,99.06,2017-07-06 23:00:00
0,1.72,16763.0,22.9,23.99,7.0,31.25,72.0,17.8,99.03,2017-07-07 00:00:00
0,2.07,14520.0,22.0,22.22,15.0,30.51,77.0,17.7,99.03,2017-07-07 01:00:00
0,10.42,14324.0,22.4,22.85,10.0,27.11,65.0,15.6,98.99,2017-07-07 02:00:00
0,19.57,13706.0,21.7,22.07,11.0,27.07,69.0,15.8,98.91,2017-07-07 03:00:00
0,30.89,13332.0,21.4,22.23,6.0,26.43,68.0,15.4,98.84,2017-07-07 04:00:00
0,13.62,13223.0,21.5,21.78,7.0,25.97,67.0,15.3,98.82,2017-07-07 05:00:00
0,8.93,13407.0,21.3,21.67,5.0,25.78,69.0,15.4,98.87,2017-07-07 06:00:00
0,12.04,14087.0,21.7,22.56,2.0,26.71,71.0,16.2,98.86,2017-07-07 07:00:00
0,12.78,15644.0,22.3,22.81,6.0,27.07,69.0,16.4,98.9,2017-07-07 08:00:00
0,1.61,16764.0,23.5,23.22,12.0,28.4,65.0,16.6,98.89,2017-07-07 09:00:00
0,4.87,17237.666666666668,23.833333333333332,23.916666666666664,11.666666666666666,28.996666666666666,64.0,16.666666666666668,98.85,2017-07-07 10:00:00
0,6.56,17711.333333333332,24.166666666666668,24.613333333333333,11.333333333333334,29.593333333333334,63.0,16.733333333333334,98.81,2017-07-07 11:00:00
0,10.93,18185.0,24.5,25.31,11.0,30.19,62.0,16.8,98.77,2017-07-07 12:00:00
